time,normal_flux,error_flux
2460428.470409923,1.0020425289424035,0.0015744780100051814
2460428.4709377,1.0011499214444197,0.0015688691779227816
2460428.471465475,0.9998241150383717,0.0015735963691251207
2460428.471993245,1.0012935844598174,0.0015689658051434344
2460428.47252102,1.000943624462653,0.001568353216793383
2460428.4731543516,1.000655888790495,0.0015638111565503983
2460428.4736821223,0.9976212191440433,0.0015717569667195491
2460428.4742098995,1.0008528176543385,0.0015630978357425434
2460428.4747376745,1.00057701172378,0.0015623472174134709
2460428.4752654447,0.9989308240033429,0.0015631647278967179
2460428.4757932173,1.0013697740756728,0.0015587296130103244
2460428.4763209973,1.0021455370086358,0.0015587446219054268
2460428.476848767,0.9984528495294359,0.001565307971351675
2460428.477376538,0.9994270576736366,0.001561120455530026
2460428.4779043198,1.000793071750279,0.0015614562813153275
2460428.47843209,0.99900553962888,0.0015701243592628523
2460428.4789598626,1.001457636843797,0.0015645705397725675
2460428.4794876426,1.0012607127627031,0.001563210245729988
2460428.4800154124,1.0001613967598317,0.0015668223936890803
2460428.480543183,1.0018642477589723,0.0015597166751448919
2460428.4810709646,0.9994399109884297,0.0015636142747266588
2460428.4815987353,0.9995718099997324,0.001564096508502761
2460428.4821265056,0.9988797570613658,0.001569869522839984
2460428.482654285,1.001295461366098,0.0015641193813432466
2460428.4831820577,0.9995626746595446,0.001573082781321069
2460428.483709828,0.9997009940658591,0.0015711466085446383
2460428.4842376076,1.0001761058502208,0.0015715820908427526
2460428.4847653806,0.9988418587644153,0.0015713052943365194
2460428.4852931504,1.0001273527274985,0.0015714314485709715
2460428.48582093,1.000142514932484,0.0015759377084140097
2460428.4863487026,1.0002421506538743,0.0015742351379643207
2460428.4868764733,1.002574036997217,0.0015678274210627597
2460428.487404248,1.000345547434613,0.0015724068987218258
2460428.4879320255,0.9995991415530419,0.0015787389315380224
2460428.4884597957,0.9997257316663003,0.001579055225070778
2460428.488987566,1.0001426217338039,0.001577119890951395
2460428.4895153455,0.9997413958009679,0.001576253859084049
2460428.4900431186,0.999210806466559,0.0015818456822198246
2460428.4905708884,0.9979380640744303,0.0015900597003051472
2460428.4910986656,0.9985800487480427,0.0015905832813184438
2460428.4916264405,0.9965844679388749,0.0015961003728361457
2460428.4921542136,0.995925609831698,0.0015970757560801712
2460428.4926819885,0.993602845126268,0.0016068789477193851
2460428.493209763,0.9942370016530935,0.0016010195493024342
2460428.493737536,0.9934635391453706,0.0016056343636061759
2460428.494265315,0.9895765949360064,0.0016136724362438935
2460428.4947930854,0.9886822479282212,0.0016183755891531991
2460428.4953208556,0.9882755241915169,0.0016225000461301052
2460428.4958486306,0.9855054746253146,0.001632550355041292
2460428.496376408,0.9843492258615048,0.0016382528302957412
2460428.4969041785,0.9832258977793387,0.001642525737514018
2460428.4974319553,0.9821698846079606,0.0016434395520396148
2460428.49795973,0.9813912243918301,0.001642034926132316
2460428.4984875005,0.9781799917893735,0.0016573021252710377
2460428.4990152777,0.9800569079201233,0.0016473642237375657
2460428.4995430526,0.9757474622244757,0.001658992958500405
2460428.500070823,0.9783033620085673,0.001657466231687367
2460428.5005985955,0.9759401568378656,0.0016637321901376303
2460428.5011263727,0.9737226397196462,0.0016692134272598149
2460428.5016541453,0.9751719357610005,0.0016667770913998746
2460428.50218192,0.9743184564364744,0.0016666857197161617
2460428.502709697,0.9741505142481909,0.0016641623682476354
2460428.5032374677,0.9723208891166196,0.0016671473857542904
2460428.5037652403,0.9716822220207864,0.0016708766560483011
2460428.5042930148,0.9722631983872614,0.001671782184575785
2460428.50482079,0.9725090233511351,0.001668098235156811
2460428.5053485623,0.971894163716269,0.0016671478939449254
