time,normal_flux,error_flux
2460428.4701988143,1.0003885210800925,0.001577270888258626
2460428.4703043685,1.003183884624807,0.0015713748532025992
2460428.470409923,1.0038315831973326,0.0015740927517697528
2460428.4705154765,1.0026001849585067,0.001572675200043437
2460428.4706210303,1.0002084708512784,0.001576976356751491
2460428.4707265845,1.004788001479949,0.001562760855967109
2460428.470832139,0.996925902019036,0.0015780762877386678
2460428.4709377047,1.0014529207919973,0.001568500651463426
2460428.471043259,0.9994639102025049,0.0015719134389653477
2460428.471148812,1.003118872728611,0.0015630946554793567
2460428.4712543665,1.0017855314291575,0.0015686101939277762
2460428.4713599207,0.9959077261442129,0.0015741330012654852
2460428.471465475,1.0020886471146073,0.0015649143367992098
2460428.471571029,1.0000376102253064,0.0015749329015967983
2460428.4716765834,0.9993010602785741,0.0015853914120363339
2460428.4717821367,1.002341709676417,0.0015731577945478261
2460428.471887691,1.0003716508248557,0.0015728868862664657
2460428.471993245,0.9992630535884535,0.0015746214515751258
2460428.4720987994,1.0039795176332202,0.0015556207464900366
2460428.4722043537,1.0005119905761417,0.001568542146837719
2460428.472309907,1.000213668267285,0.0015692735451045305
2460428.472415461,1.0023356984813152,0.0015705536892226498
2460428.4725210154,0.9987794762551587,0.0015749194887933313
2460428.4726265813,1.0026876289358646,0.0015610126509658332
2460428.472732136,1.000701650373642,0.0015660067098805697
2460428.472943243,1.0038443460403887,0.0015602159529734358
2460428.4730487973,1.0008521639251513,0.0015651830436958691
2460428.473154352,1.0015518113401722,0.001559741279474016
2460428.473259906,0.9992012772029133,0.0015680197536768533
2460428.47336546,0.9978298454438495,0.0015658957529318175
2460428.4734710134,0.9934832956377165,0.0015847958021749412
2460428.473576568,1.0031065079590387,0.0015607966561291139
2460428.473682122,0.9968514039662761,0.0015734499285362045
2460428.473787676,0.9953035579316362,0.0015725327731735046
2460428.4738932303,0.9993613302255491,0.0015672096735839796
2460428.473998785,1.0026043255011665,0.0015582520385083733
2460428.474104338,0.9982019810506542,0.0015701218845569547
2460428.474209904,1.0009154210036144,0.001567533413631201
2460428.474315458,1.0019548436601267,0.0015562933295007715
2460428.474421012,1.0005875170561311,0.0015632885125154157
2460428.4745265665,0.9985910154674684,0.0015682420201121555
2460428.47463212,1.0029702925863508,0.001554234248875105
2460428.474737674,0.9988119258764849,0.0015671996326873327
2460428.474843228,0.9985000045885506,0.001570189294028809
2460428.4749487825,1.004011820100045,0.001551870891363952
2460428.4750543367,0.9949245756119508,0.0015731207853527471
2460428.475159891,0.9997529780511147,0.0015628935086290188
2460428.4752654443,1.0025814399606248,0.0015560820994113252
2460428.4753709985,1.0014937765363754,0.001556089459713085
2460428.4754765527,0.9959013498566487,0.0015676377863774128
2460428.475582107,1.0017533891236525,0.0015586125101080565
2460428.475687661,1.002455211920529,0.001557742827068803
2460428.475793215,1.0029665750013923,0.0015557935413374928
2460428.4758987688,0.9994190593738661,0.0015593683679248017
2460428.4760043346,1.0002546349589243,0.0015621308186124674
2460428.476109889,1.0047023627996494,0.0015533437329479437
2460428.476215443,0.9995227599061378,0.001567469231260388
2460428.4763209973,1.0000560919572714,0.0015634156376590853
2460428.4764265507,1.0044404500233064,0.0015538079795979997
2460428.476532105,1.0020060203568142,0.0015556865280617173
2460428.476637659,0.9952935574542893,0.0015718994633383875
2460428.4767432134,0.9982090729529121,0.0015632307958271111
2460428.476848768,1.0005804807721919,0.0015657854055578363
2460428.4769543214,0.9998299311919894,0.0015637744507535213
2460428.477059875,0.9983512052757963,0.0015618497412815176
2460428.4771654294,1.004624308747582,0.001551738540895407
2460428.477270984,0.996559216532215,0.0015673016787265237
